Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
35,"N Karacapilidis, E Adamides, C Evangelou","A computerized knowledge management system for the manufacturing strategy process",2006,"Computers in industry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166361505001399","https://scholar.google.com/scholar?cites=1555353382617477971&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,35,2.69,12,3,13
120,"ACN Ngomo, S Auer, J Lehmann, A Zaveri","Introduction to linked data and its lifecycle on the web",2014,"Reasoning Web InternationalÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-10587-1_1","https://scholar.google.com/scholar?cites=13736376441714324156&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,120,24.00,30,4,5
30,"G Desolda, C Ardito, M Matera","EFESTO: a platform for the end-user development of interactive workspaces for data exploration",2015,"International Rapid Mashup Challenge","Springer","https://link.springer.com/chapter/10.1007/978-3-319-28727-0_5","https://scholar.google.com/scholar?cites=11583213067006765303&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,30,7.50,10,3,4
248,"A Hogan, A Harth, J Umbrich, S Kinsella, ...","Searching and browsing linked data with swse: The semantic web search engine",2011,"Web semantics: scienceÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570826811000473","https://scholar.google.com/scholar?cites=221841295124853177&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,248,31.00,50,5,8
45,"C Wang, HW Shen","LOD map-a visual interface for navigating multiresolution volume visualization",2006,"IEEE Transactions on Visualization andÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4015461/","https://scholar.google.com/scholar?cites=63287034542428472&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,45,3.46,23,2,13
5,"JD Fernandez Garcia, J Umbrich, A Polleres","Bear: Benchmarking the efficiency of rdf archiving",2015,"","epub.wu.ac.at","http://epub.wu.ac.at/id/eprint/4615","https://scholar.google.com/scholar?cites=14041966719764393529&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,5,1.25,2,3,4
8,"SJ Lynden, I Kojima, A Matono, A Nakamura, M Yui","A Hybrid Approach to Linked Data Query Processing with Time Constraints.",2013,"LDOW","events.linkeddata.org","http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-07.pdf","https://scholar.google.com/scholar?cites=7271166694646022537&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,8,1.33,2,5,6
0,"G Gombos, A Kiss","Federated Query Evaluation Supported by SPARQL Recommendation",2016,"International Conference on Human Interface and theÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-40349-6_25","",16,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,2,3
100,"KM Weickmann, GN Kiladis, ...","The dynamics of intraseasonal atmospheric angular momentum oscillations",1997,"Journal of theÂ â€¦","journals.ametsoc.org","https://journals.ametsoc.org/doi/abs/10.1175/1520-0469(1997)054%3C1445:TDOIAA%3E2.0.CO;2","https://scholar.google.com/scholar?cites=1670949279269511892&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,100,4.55,33,3,22
52,"A Zuiderwijk, M Janssen","A coordination theory perspective to improve the use of open data in policy-making",2013,"International Conference on ElectronicÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-40358-3_4","https://scholar.google.com/scholar?cites=11114328736100664818&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,52,8.67,26,2,6
69,"V Papavassiliou, G Flouris, I Fundulaki, ...","On detecting high-level changes in RDF/S KBs",2009,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-04930-9_30","https://scholar.google.com/scholar?cites=8991036326165228375&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,69,6.90,17,4,10
195,"A Hogan, J Umbrich, A Harth, R Cyganiak, ...","An empirical survey of linked data conformance",2012,"Web Semantics: ScienceÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1570826812000352","https://scholar.google.com/scholar?cites=16209031883991265292&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,195,27.86,39,5,7
0,"M Asgari, A Hadian, B Minaei-Bidgoli","FarsBase: The Persian Knowledge Graph",,"semantic-web-journal.net","","http://www.semantic-web-journal.net/system/files/swj1958.pdf","",16,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,3,
8,"Z Ahmed, S Zeeshan, C Huber, M Hensel, ...","'Isotopo'a database application for facile analysis and management of mass isotopomer data",2014,"Database","academic.oup.com","https://academic.oup.com/database/article-abstract/doi/10.1093/database/bau077/2634840","https://scholar.google.com/scholar?cites=7007998093963389018&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,8,1.60,2,5,5
59,"JN Newton, J Henderson, MJ Goldacre","Waiting list dynamics and the impact of earmarked funding",1995,"Bmj","bmj.com","https://www.bmj.com/content/311/7008/783.pdf+html","https://scholar.google.com/scholar?cites=16092851578178257346&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,59,2.46,20,3,24
326,"C Hartung, A Lerer, Y Anokwa, C Tseng, ...","Open data kit: tools to build information services for developing regions",2010,"Proceedings of the 4thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2369236","https://scholar.google.com/scholar?cites=14560018043229924614&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,326,36.22,65,5,9
62,"R Bonfigli, S Squartini, M Fagiani, ...","Unsupervised algorithms for non-intrusive load monitoring: An up-to-date overview",2015,"2015 IEEE 15thÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7165334/","https://scholar.google.com/scholar?cites=2751709663468621245&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,62,15.50,16,4,4
0,"E RAHM","SCALABLE GRAPH ANALYTICS",,"scads.de","","https://www.scads.de/images/Events/3rdSummerSchool/Talks/ERahm_graphs-summerschool.pdf","",16,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,1,
106,"MF Hergunsel","Benefits of building information modeling for construction managers and BIM based scheduling",2011,"","digitalcommons.wpi.edu","https://digitalcommons.wpi.edu/etd-theses/230/","https://scholar.google.com/scholar?cites=6091674270598255184&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,106,13.25,106,1,8
29,"J Osswald, S RellÃ¡n, A Gago-Martinez, V Vasconcelos","Production of anatoxin-a by cyanobacterial strains isolated from Portuguese fresh water systems",2009,"Ecotoxicology","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10646-009-0375-5&casa_token=hkPWiBFmdu0AAAAA:GPTug4cQ09In3-6nDCJWm_VRalpdEuYkmfKpCoXOC34yCgnALj_WIUx_E6UbYwjCy8E4oXjpizogzr6820Y","https://scholar.google.com/scholar?cites=15855385204790022163&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","HTML","","","",,,,,29,2.90,7,4,10
19,"RQ Dividino, T Gottron, A Scherp, G GrÃ¶ner","From Changes to Dynamics: Dynamics Analysis of Linked Open Data Sources.",2014,"PROFILES@ ESWC","ceur-ws.org","http://ceur-ws.org/Vol-1151/paper4.pdf?","https://scholar.google.com/scholar?cites=10374712167635589150&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,19,3.80,5,4,5
1,"F Maali, IA Hassan, S Decker","Scheduling for SPARQL Endpoints.",2014,"SSWS@ ISWC","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.665.5731&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=4660064695097165160&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,1,0.20,0,3,5
15,"H Morrison, A Waller","Open access and evolving scholarly communication: An overview of library advocacy and commitment, institutional repositories, and publishing in Canada.",2008,"","summit.sfu.ca","http://summit.sfu.ca/system/files/iritems1/469/C%2526RL_News_published_version.pdf","https://scholar.google.com/scholar?cites=7310662887032794141&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,15,1.36,8,2,11
23,"X Zhang, J Van den Bussche, F Picalausa","On the satisfiability problem for SPARQL patterns",2016,"Journal of Artificial IntelligenceÂ â€¦","jair.org","https://www.jair.org/index.php/jair/article/view/11013","https://scholar.google.com/scholar?cites=9457740052282676133&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,23,7.67,8,3,3
129,"J Lu, H Chen, R Fu, WC Hsu, B Othmer, ...","The performance of runtime data cache prefetching in a dynamic optimization system",2003,"Proceedings of the 36thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=956549","https://scholar.google.com/scholar?cites=2191836359832701232&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,129,8.06,22,6,16
798,"S Decker, M Erdmann, D Fensel, R Studer","Ontobroker: Ontology Based Access to Distributed and Semi-Structured Information",1999,"Database Semantics","Springer","https://link.springer.com/chapter/10.1007/978-0-387-35561-0_20","https://scholar.google.com/scholar?cites=2942291726532468703&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,798,39.90,200,4,20
10,"E Di Buccio, GM Di Nunzio, G Silvello","A curated and evolving linguistic linked dataset",2013,"Semantic Web","content.iospress.com","https://content.iospress.com/articles/semantic-web/sw083","https://scholar.google.com/scholar?cites=8450959774350492717&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,10,1.67,3,3,6
9,"A Ruhi, ML Messager, JD Olden","Tracking the pulse of the Earth's fresh waters",2018,"Nature Sustainability","nature.com","https://www.nature.com/articles/s41893-018-0047-7","https://scholar.google.com/scholar?cites=261414088283158971&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,9,9.00,3,3,1
45,"D HernÃ¡ndez, A Hogan, M KrÃ¶tzsch","Reifying RDF: What works well with wikidata?",2015,"SSWS@ ISWC","ceur-ws.org","http://ceur-ws.org/Vol-1457/SSWS2015_paper3.pdf","https://scholar.google.com/scholar?cites=3287317583794523792&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,45,11.25,15,3,4
198,"T Davies","Open data, democracy and public sector reform",2010,"A look at open government data use from data. govÂ â€¦","opendataimpacts.net","http://www.opendataimpacts.net/report/wp-content/uploads/2010/08/How-is-open-government-data-being-used-in-practice.pdf","https://scholar.google.com/scholar?cites=2332851205063588394&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,198,22.00,198,1,9
13,"J Rachapalli, V Khadilkar, M Kantarcioglu, ...","RETRO: A framework for semantics preserving SQL-to-SPARQL translation",2011,"The University of TexasÂ â€¦","utd.edu","http://www.utd.edu/~bxt043000/Publications/Conference-Papers/DM/C225_RETRO%20A%20Framework%20for%20Semantics%20Preserving%20SQL%20to%20SPARQL%20Translation.pdf","https://scholar.google.com/scholar?cites=13431306105775058617&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","PDF","","","",,,,,13,1.63,3,4,8
74,"M Saleem, Y Khan, A Hasnain, I Ermilov, ...","A fine-grained evaluation of SPARQL endpoint federation systems",2016,"SemanticÂ â€¦","content.iospress.com","https://content.iospress.com/articles/semantic-web/sw186","https://scholar.google.com/scholar?cites=13482332787903765690&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,74,24.67,15,5,3
70,"V Mulwad, T Finin, A Joshi","Semantic message passing for generating linked data from tables",2013,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-41335-3_23","https://scholar.google.com/scholar?cites=2217716831743672835&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,70,11.67,23,3,6
44,"C Sandoval, C Castro, L Gargallo, D Radic, J Freire","Specific interactions in blends containing chitosan and functionalized polymers. Molecular dynamics simulations",2005,"Polymer","Elsevier","https://www.sciencedirect.com/science/article/pii/S0032386105012735","https://scholar.google.com/scholar?cites=16832477844194950437&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,44,3.14,9,5,14
10,"G Besuievsky, G Patow","Customizable LoD for procedural architecture",2013,"Computer Graphics Forum","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.12141","https://scholar.google.com/scholar?cites=6625390599646370971&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,10,1.67,5,2,6
7,"S Vasani, M Pandey, M Bhise, T Padiya","Faster query execution for partitioned RDF data",2013,"International Conference onÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-642-36071-8_44","https://scholar.google.com/scholar?cites=15161713825271073847&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,7,1.17,2,4,6
36,"Z Li, KS Suslick","Portable optoelectronic nose for monitoring meat freshness",2016,"Acs Sensors","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acssensors.6b00492","https://scholar.google.com/scholar?cites=13117524539446675623&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,36,12.00,18,2,3
11,"P Missier, P Wieder, W Ziegler","Semantic support for meta-scheduling in grids",2007,"Knowledge and Data Management inÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-0-387-37831-2_11","https://scholar.google.com/scholar?cites=15638401300875814172&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,11,0.92,4,3,12
121,"B Motik, Y Nenov, R Piro, I Horrocks, ...","Parallel materialisation of datalog programs in centralised, main-memory RDF systems",2014,"Twenty-Eighth AAAIÂ â€¦","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI14/paper/viewPaper/8505","https://scholar.google.com/scholar?cites=15352505783481920051&as_sdt=2005&sciodt=0,5&hl=en",16,"2019-07-21 18:19:59","","","","",,,,,121,24.20,24,5,5
4,"S Dehghanzadeh, JX Parreira, M Karnstedt, ...","Optimizing SPARQL query processing on dynamic and static data based on query time/freshness requirements using materialization",2014,"Joint InternationalÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-15615-6_19","https://scholar.google.com/scholar?cites=8003205058720590653&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,4,0.80,1,4,5
55,"S zur Nedden, R Eason, AS Doney, BG Frenguelli","An ion-pair reversed-phase HPLC method for determination of fresh tissue adenine nucleotides avoiding freezeâ€“thaw degradation of ATP",2009,"Analytical biochemistry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003269709001031","https://scholar.google.com/scholar?cites=9472915609106328871&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,55,5.50,14,4,10
258,"T Neumann, G Weikum","Scalable join processing on very large RDF graphs",2009,"Proceedings of the 2009 ACM SIGMODÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1559911","https://scholar.google.com/scholar?cites=14019759240232693379&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,258,25.80,129,2,10
17,"DR Maidment","Open water data in space and time",2016,"JAWRA Journal of the American WaterÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1752-1688.12436","https://scholar.google.com/scholar?cites=14559767639964989371&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,17,5.67,17,1,3
4,"CH Chu, YH Chan","Optimized product data transmission in LOD-based collaborative design using P2P CAD streaming",2012,"Journal of Intelligent Manufacturing","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10845-010-0459-3&casa_token=8YPLSKb5Aw0AAAAA:at2YsKSJzfxUgwAC11JAK7RkCPYP1V5dmmP_uG9b2YLyTLh2bSjhdlzrdJJwcMkWIb_d3WQhny-tocCBpJ0","https://scholar.google.com/scholar?cites=6084813788983777192&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,4,0.57,2,2,7
119,"X Cui, CM Li, J Zang, S Yu","Highly sensitive lactate biosensor by engineering chitosan/PVI-Os/CNT/LOD network nanocomposite",2007,"Biosensors and Bioelectronics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0956566307001613","https://scholar.google.com/scholar?cites=6282389339650850419&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,119,9.92,30,4,12
44,"S Auer, R Doehring, S Dietzold","LESS-template-based syndication and presentation of linked data",2010,"Extended Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-642-13489-0_15","https://scholar.google.com/scholar?cites=9071175257699168045&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,44,4.89,15,3,9
70,"JM Abowd, SD Woodcock","Multiply-imputing confidential characteristics and file links in longitudinal linked data",2004,"International Workshop on Privacy in StatisticalÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-540-25955-8_23","https://scholar.google.com/scholar?cites=2352259658274913590&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,70,4.67,35,2,15
11,"L Roffia, P Azzoni, C Aguzzi, F Viola, F Antoniazzi, ...","Dynamic linked data: A SPARQL event processing architecture",2018,"Future Internet","mdpi.com","https://www.mdpi.com/1999-5903/10/4/36","https://scholar.google.com/scholar?cites=17935884169377371085&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,11,11.00,2,6,1
50,"D BattrÃ©, F Heine, A HÃ¶ing, O Kao","On triple dissemination, forward-chaining, and load balancing in DHT based RDF stores",2006,"â€¦Â Information Systems, and Peer-to-PeerÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-540-71661-7_33","https://scholar.google.com/scholar?cites=14515947734211491004&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,50,3.85,13,4,13
38,"Å  ÄŒebiriÄ‡, F GoasdouÃ©, I Manolescu","Query-oriented summarization of RDF graphs",2017,"","hal.inria.fr","https://hal.inria.fr/hal-01325900/","https://scholar.google.com/scholar?cites=10065816394283295142&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-07-21 18:19:59","","","","",,,,,38,19.00,13,3,2
